cohort,channel,context,source_lag_frames,horizon_frames,source_to_endpoint_frames,scope,reference,method,n_edges,n_positive,prevalence,auroc,auprc,source_macro_auroc,n_macro_sources
historical80,endpoint_mean,state_average,1,4,5,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6740983310302496,0.12204484563525578,0.696318091799421,66
historical80,endpoint_mean,state_average,1,4,5,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6375820396314528,0.248839049148209,0.5976804283885976,27
historical80,endpoint_mean,state_average,1,4,5,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6195205892025123,0.291633264019277,0.6092602694345951,57
historical80,endpoint_mean,state_average,1,4,5,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6067233924734597,0.2528138390957318,0.5829302785429759,57
historical80,endpoint_mean,state_average,1,4,5,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6682870032589134,0.12823431549680642,0.6885841340265925,47
historical80,endpoint_mean,state_average,1,8,9,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6546185060387535,0.2780188116821212,0.6207291398726531,44
historical80,endpoint_mean,state_average,1,8,9,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6187518851086142,0.3108992507707474,0.6019642603231024,80
historical80,endpoint_mean,state_average,1,8,9,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6079566272176867,0.2735187731215941,0.583203557354432,80
historical80,endpoint_mean,state_average,1,8,9,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6612145637980161,0.11537160258486329,0.6786941523655171,66
historical80,endpoint_mean,state_average,1,8,9,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6292124195380538,0.23191484349713506,0.5689815151073949,27
historical80,endpoint_mean,state_average,1,8,9,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.614349438505895,0.28506765726939576,0.6070097544996463,57
